año,Contrato,Obra,Descripción,Monto Contrato
2022,SIOP-E-SMA-OB-LP-865-2022,"CONSTRUCCIÓN DE NUEVO HOSPITAL CIVIL DE ORIENTE, EN EL MUNICIPIO DE TONALÁ, JALISCO. QUINTA ETAPA. FRENTE 6.","CONSTRUCCIÓN DE NUEVO HOSPITAL CIVIL DE ORIENTE, EN EL MUNICIPIO DE TONALÁ, JALISCO. QUINTA ETAPA. FRENTE 6.","$19,660,674"
2022,SIOP-E-SMA-OB-LP-867-2022,"CONSTRUCCIÓN DE NUEVO HOSPITAL CIVIL DE ORIENTE, EN EL MUNICIPIO DE TONALÁ, JALISCO. QUINTA ETAPA. FRENTE 8.","CONSTRUCCIÓN DE NUEVO HOSPITAL CIVIL DE ORIENTE, EN EL MUNICIPIO DE TONALÁ, JALISCO. QUINTA ETAPA. FRENTE 8.","$8,490,795"
2022,SIOP-E-PAV-OB-AD-701-2022,"PAVIMENTACIÓN CON CONCRETO HIDRAÚLICO DE LA CALLE HIDALGO, EN EL MUNICIPIO DE AYUTLA, JALISCO. SEGUNDA ETAPA.","PAVIMENTACIÓN CON CONCRETO HIDRAÚLICO DE LA CALLE HIDALGO, EN EL MUNICIPIO DE AYUTLA, JALISCO. SEGUNDA ETAPA.","$1,499,265"
2022,SIOP-E-EC-OB-AD-703-2022,"CONSTRUCCIÓN DE OBRA COMPLEMENTARIA PARA LA REHABILITACIÓN DE LA ESCUELA PRIMARIA ADOLFO LÓPEZ MATEOS CCT 14EPR1130Z, UBICADA EN EL MUNICIPIO DE PUERTO VALLARTA, JALISCO.","CONSTRUCCIÓN DE OBRA COMPLEMENTARIA PARA LA REHABILITACIÓN DE LA ESCUELA PRIMARIA ADOLFO LÓPEZ MATEOS CCT 14EPR1130Z, UBICADA EN EL MUNICIPIO DE PUERTO VALLARTA, JALISCO.","$1,764,300"
2022,SIOP-E-SMA-OB-CSS-768-2022,"REHABILITACIÓN DEL HOSPITAL REGIONAL CLUES JCSSA003496, EN EL MUNICIPIO DE MAGDALENA, JALISCO. SEGUNDA ETAPA.","REHABILITACIÓN DEL HOSPITAL REGIONAL CLUES JCSSA003496, EN EL MUNICIPIO DE MAGDALENA, JALISCO. SEGUNDA ETAPA.","$4,076,828"
2022,SIOP-E-ECI-OB-AD-993-2022,"REHABILITACIÓN DE CASA JALISCO, UBICADA EN LA CIUDAD DE MÉXICO. SEGUNDA ETAPA.","REHABILITACIÓN DE CASA JALISCO, UBICADA EN LA CIUDAD DE MÉXICO. SEGUNDA ETAPA.","$751,970"
2022,SIOP-E-SMA-OB-CSS-932-2022,"CONSTRUCCIÓN DEL HOSPITAL REGIONAL DE CANCEROLOGÍA (PLANTA BAJA), UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 19.","CONSTRUCCIÓN DEL HOSPITAL REGIONAL DE CANCEROLOGÍA (PLANTA BAJA), UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 19.","$9,715,582"
2022,SIOP-E-EC-OB-CSS-924-2022,"CONSTRUCCIÓN DE MÓDULO EN EL INSTITUTO TECNOLÓGICO JOSÉ MARIO MOLINA PASQUEL Y HENRÍQUEZ UNIDAD ACADÉMICA TOMATLÁN, UBICADO EN EL MUNICIPIO DE TOMATLÁN, JALISCO. FRENTE 3.","CONSTRUCCIÓN DE MÓDULO EN EL INSTITUTO TECNOLÓGICO JOSÉ MARIO MOLINA PASQUEL Y HENRÍQUEZ UNIDAD ACADÉMICA TOMATLÁN, UBICADO EN EL MUNICIPIO DE TOMATLÁN, JALISCO. FRENTE 3.","$9,995,532"
2022,SIOP-E-IV-OB-CSS-972-2022,"CONSTRUCCIÓN DE GLORIETA EN EL INGRESO A EL GRULLO-AUTLÁN, EN EL MUNICIPIO DE EL GRULLO, JALISCO. FRENTE 2.","CONSTRUCCIÓN DE GLORIETA EN EL INGRESO A EL GRULLO-AUTLÁN, EN EL MUNICIPIO DE EL GRULLO, JALISCO. FRENTE 2.","$7,324,577"
2022,SIOP-E-SMA-OB-CSS-959-2022,"REHABILITACIÓN DEL ÁREA DE NEUMOLOGÍA, CEUCONDIS Y HOSPITALIZACIÓN VIH EN EL ANTIGUO HOSPITAL CIVIL, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 1.","REHABILITACIÓN DEL ÁREA DE NEUMOLOGÍA, CEUCONDIS Y HOSPITALIZACIÓN VIH EN EL ANTIGUO HOSPITAL CIVIL, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 1.","$12,635,018"
2022,SIOP-E-ECI-OB-AD-1052-2022,"CONSTRUCCIÓN DE OBRA COMPLEMENTARIA EN EL ESTACIONAMIENTO DEL PATIO DE SERVICIOS NORTE, UBICADO EN LA COLONIA HUENTITÁN EL ALTO, MUNICIPIO DE GUADALAJARA, JALISCO.","CONSTRUCCIÓN DE OBRA COMPLEMENTARIA EN EL ESTACIONAMIENTO DEL PATIO DE SERVICIOS NORTE, UBICADO EN LA COLONIA HUENTITÁN EL ALTO, MUNICIPIO DE GUADALAJARA, JALISCO.","$1,998,750"
2022,SIOP-E-EC-OB-CSS-1062-2022,"RECONSTRUCCIÓN DE CUBIERTAS Y REHABILITACIÓN EN EL ÁREA DE TINACOS EN EL PREESCOLAR AMADO NERVO CCT 14EJN0260V, UBICADO EN LA CABECERA DEL MUNICIPIO DE TALA, JALISCO.","RECONSTRUCCIÓN DE CUBIERTAS Y REHABILITACIÓN EN EL ÁREA DE TINACOS EN EL PREESCOLAR AMADO NERVO CCT 14EJN0260V, UBICADO EN LA CABECERA DEL MUNICIPIO DE TALA, JALISCO.","$2,485,344"
2022,SIOP-E-EC-OB-CSS-1059-2022,"RECONSTRUCCIÓN DE MÓDULO DE 2 AULAS Y BODEGA EN LA ESCUELA PRIMARIA COMUNITARIA RANCHO NÁCAR CCT 14KPR1692R, UBICADA EN LA LOCALIDAD RANCHO NÁCAR EN EL MUNICIPIO DE PUERTO VALLARTA, JALISCO.","RECONSTRUCCIÓN DE MÓDULO DE 2 AULAS Y BODEGA EN LA ESCUELA PRIMARIA COMUNITARIA RANCHO NÁCAR CCT 14KPR1692R, UBICADA EN LA LOCALIDAD RANCHO NÁCAR EN EL MUNICIPIO DE PUERTO VALLARTA, JALISCO.","$3,453,854"
2022,SIOP-E-SMA-OB-CSS-1004-2022,"CONSTRUCCIÓN DE HOSPITAL COMUNITARIO EN EL MUNICIPIO DE EL SALTO, JALISCO. SEGUNDA ETAPA. FRENTE 12.","CONSTRUCCIÓN DE HOSPITAL COMUNITARIO EN EL MUNICIPIO DE EL SALTO, JALISCO. SEGUNDA ETAPA. FRENTE 12.","$11,016,955"
2022,SIOP-E-SMA-OB-LP-874-2022,"CONSTRUCCIÓN DEL HOSPITAL REGIONAL EN EL MUNICIPIO DE LA HUERTA, JALISCO. TERCERA ETAPA. FRENTE 7.","CONSTRUCCIÓN DEL HOSPITAL REGIONAL EN EL MUNICIPIO DE LA HUERTA, JALISCO. TERCERA ETAPA. FRENTE 7.","$36,022,601"
2022,SIOP-E-ISPV-OB-CSS-642-2022,"REHABILITACIÓN Y SUSTITUCIÓN DE DEFENSAS METÁLICAS EN LA CALZADA LÁZARO CÁRDENAS DE LA AV. DEL MERCADO A LA CALLE RÍO SECO, MUNICIPIOS DE GUADALAJARA Y SAN PEDRO TLAQUEPAQUE, JALISCO.","REHABILITACIÓN Y SUSTITUCIÓN DE DEFENSAS METÁLICAS EN LA CALZADA LÁZARO CÁRDENAS DE LA AV. DEL MERCADO A LA CALLE RÍO SECO, MUNICIPIOS DE GUADALAJARA Y SAN PEDRO TLAQUEPAQUE, JALISCO.","$3,486,997"
2022,SIOP-E-SMADIF-OB-CSS-1088-2022,"REHABILITACIÓN DEL CENTRO DE ATENCIÓN PARA PERSONAS ADULTAS MAYORES (CAPAM), UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO.","REHABILITACIÓN DEL CENTRO DE ATENCIÓN PARA PERSONAS ADULTAS MAYORES (CAPAM), UBICADO EN EL MUNICIPIO DE ZAPOPAN, JALISCO.","$2,955,668"
2022,SIOP-E-SMA-OB-CSS-1082-2022,"REHABILITACIÓN DEL ÁREA DE IMAGENOLOGÍA EN EL ANTIGUO HOSPITAL CIVIL, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 2.","REHABILITACIÓN DEL ÁREA DE IMAGENOLOGÍA EN EL ANTIGUO HOSPITAL CIVIL, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 2.","$14,809,501"
2022,SIOP-E-SMA-OB-CSS-957-2022,"REHABILITACIÓN DEL VESTÍBULO Y DEL ÁREA DE LA RESIDENCIA MÉDICA EN EL ANTIGUO HOSPITAL CIVIL, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 1.","REHABILITACIÓN DEL VESTÍBULO Y DEL ÁREA DE LA RESIDENCIA MÉDICA EN EL ANTIGUO HOSPITAL CIVIL, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 1.","$11,036,224"
2022,SIOP-E-ECI-OB-CSS-964-2022,"REHABILITACIÓN DE LA ESTACIÓN CULTURAL DE LA RIBERA DE CHAPALA EN LA LOCALIDAD DE AJIJIC, MUNICIPIO DE CHAPALA, JALISCO. SEGUNDA ETAPA. FRENTE 3.","REHABILITACIÓN DE LA ESTACIÓN CULTURAL DE LA RIBERA DE CHAPALA EN LA LOCALIDAD DE AJIJIC, MUNICIPIO DE CHAPALA, JALISCO. SEGUNDA ETAPA. FRENTE 3.","$4,971,310"
2022,SIOP-E-PAVMIG-OB-LP-888-2022,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO EN EL CAMINO A ""LLANITOS"" EN LA CABECERA MUNICIPAL DE YAHUALICA DE GONZÁLEZ GALLO, JALISCO. SEGUNDA ETAPA.","PAVIMENTACIÓN CON CONCRETO HIDRÁULICO EN EL CAMINO A ""LLANITOS"" EN LA CABECERA MUNICIPAL DE YAHUALICA DE GONZÁLEZ GALLO, JALISCO. SEGUNDA ETAPA.","$2,348,187"
2022,SIOP-E-SMA-OB-CSS-969-2022,"CONSTRUCCIÓN DE LÍNEA DE MEDIA TENSIÓN PARA EL NUEVO HOSPITAL CIVIL DE ORIENTE, MUNICIPIO DE TONALÁ, JALISCO.","CONSTRUCCIÓN DE LÍNEA DE MEDIA TENSIÓN PARA EL NUEVO HOSPITAL CIVIL DE ORIENTE, MUNICIPIO DE TONALÁ, JALISCO.","$10,976,042"
2022,SIOP-E-SMA-OB-CSS-961-2022,"CONSTRUCCIÓN DE MOTIVO DE INGRESO EN EL NUEVO HOSPITAL CIVIL DE ORIENTE, MUNICIPIO DE TONALÁ, JALISCO.","CONSTRUCCIÓN DE MOTIVO DE INGRESO EN EL NUEVO HOSPITAL CIVIL DE ORIENTE, MUNICIPIO DE TONALÁ, JALISCO.","$2,460,059"
2022,SIOP-E-ECIMM-OB-LP-885-2022,"CONSTRUCCIÓN DE MÓDULO EN EL INSTITUTO TECNOLÓGICO JOSÉ MARIO MOLINA PASQUEL Y HENRÍQUEZ UNIDAD ACADÉMICA CHAPALA, UBICADO EN EL MUNICIPIO DE CHAPALA, JALISCO. SEGUNDA ETAPA. FRENTE 2.","CONSTRUCCIÓN DE MÓDULO EN EL INSTITUTO TECNOLÓGICO JOSÉ MARIO MOLINA PASQUEL Y HENRÍQUEZ UNIDAD ACADÉMICA CHAPALA, UBICADO EN EL MUNICIPIO DE CHAPALA, JALISCO. SEGUNDA ETAPA. FRENTE 2.","$7,422,950"
2022,SIOP-E-SMA-OB-CSS-984-2022,"CONSTRUCCIÓN DE NUEVO HOSPITAL CIVIL DE ORIENTE, EN EL MUNICIPIO DE TONALÁ, JALISCO. QUINTA ETAPA. FRENTE 11.","CONSTRUCCIÓN DE NUEVO HOSPITAL CIVIL DE ORIENTE, EN EL MUNICIPIO DE TONALÁ, JALISCO. QUINTA ETAPA. FRENTE 11.","$8,218,448"
2022,SIOP-E-DRE-OB-CSS-1029-2022,"REHABILITACIÓN DE LA UNIDAD DEPORTIVA UBICADA EN EL MALECÓN DE LA CABECERA MUNICIPAL DE JAMAY, JALISCO. FRENTE 2.","REHABILITACIÓN DE LA UNIDAD DEPORTIVA UBICADA EN EL MALECÓN DE LA CABECERA MUNICIPAL DE JAMAY, JALISCO. FRENTE 2.","$6,972,035"
2022,SIOP-E-SMA-OB-CSS-1028-2022,"CONSTRUCCIÓN DE HOSPITAL COMUNITARIO EN EL MUNICIPIO DE TEQUILA, JALISCO. TERCERA ETAPA. FRENTE 5.","CONSTRUCCIÓN DE HOSPITAL COMUNITARIO EN EL MUNICIPIO DE TEQUILA, JALISCO. TERCERA ETAPA. FRENTE 5.","$6,306,022"
2022,SIOP-E-IV-OB-CSS-1032-2022,"CONSTRUCCIÓN DE OBRA COMPLEMENTARIA EN LA ESTACIÓN ""PIRÁMIDES"" PARA EL SISTEMA INTEGRADO DE TRANSPORTE PERIBÚS DEL ÁREA METROPOLITANA DE GUADALAJARA “SIT PERIBUS”, MUNICIPIO DE ZAPOPAN, JALISCO.","CONSTRUCCIÓN DE OBRA COMPLEMENTARIA EN LA ESTACIÓN ""PIRÁMIDES"" PARA EL SISTEMA INTEGRADO DE TRANSPORTE PERIBÚS DEL ÁREA METROPOLITANA DE GUADALAJARA “SIT PERIBUS”, MUNICIPIO DE ZAPOPAN, JALISCO.","$9,989,001"
2022,SIOP-E-SMA-OB-CSS-1026-2022,"CONSTRUCCIÓN DE HOSPITAL COMUNITARIO EN EL MUNICIPIO DE TEQUILA, JALISCO. TERCERA ETAPA. FRENTE 3.","CONSTRUCCIÓN DE HOSPITAL COMUNITARIO EN EL MUNICIPIO DE TEQUILA, JALISCO. TERCERA ETAPA. FRENTE 3.","$11,658,118"
2022,SIOP-E-PAV-OB-LP-994-2022,"PAVIMENTACIÓN EN CONCRETO HIDRÁULICO, REDES DE AGUA POTABLE Y RED DE DRENAJE, EN LA CALLE EXPROPIACIÓN PETROLERA, EN LA COLONIA LÁZARO CÁRDENAS, EN LA CABECERA MUNICIPIAL DE TECALITLÁN, JALISCO. FRENTE 2.","PAVIMENTACIÓN EN CONCRETO HIDRÁULICO, REDES DE AGUA POTABLE Y RED DE DRENAJE, EN LA CALLE EXPROPIACIÓN PETROLERA, EN LA COLONIA LÁZARO CÁRDENAS, EN LA CABECERA MUNICIPIAL DE TECALITLÁN, JALISCO. FRENTE 2.","$1,786,409"
2022,SIOP-E-EC-OB-CSS-1061-2022,"REHABILITACIÓN DE PREESCOLAR JOAQUÍN GUTIÉRREZ HERAS CCT 14EJN1090D, UBICADO EN LA LOCALIDAD COPALITA, EN EL MUNICIPIO DE ZAPOPAN, JALISCO.","REHABILITACIÓN DE PREESCOLAR JOAQUÍN GUTIÉRREZ HERAS CCT 14EJN1090D, UBICADO EN LA LOCALIDAD COPALITA, EN EL MUNICIPIO DE ZAPOPAN, JALISCO.","$3,473,643"
2022,SIOP-E-SMA-OB-CSS-1071-2022,"REHABILITACIÓN DEL CENTRO DE ATENCIÓN INTEGRAL DE ONCOLOGÍA Y HEMATOLOGÍA PEDIÁTRICA EN EL HOSPITAL CIVIL DR. JUAN I. MENCHACA, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 5.","REHABILITACIÓN DEL CENTRO DE ATENCIÓN INTEGRAL DE ONCOLOGÍA Y HEMATOLOGÍA PEDIÁTRICA EN EL HOSPITAL CIVIL DR. JUAN I. MENCHACA, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 5.","$9,464,000"
2022,SIOP-E-DREFOCOCI-OB-AD-774-2022,"CONSTRUCCIÓN DE OBRA COMPLEMENTARIA EN LA UNIDAD DEPORTIVA SAN ISIDRO MAZATEPEC, EN EL MUNICIPIO DE TALA, JALISCO.","CONSTRUCCIÓN DE OBRA COMPLEMENTARIA EN LA UNIDAD DEPORTIVA SAN ISIDRO MAZATEPEC, EN EL MUNICIPIO DE TALA, JALISCO.","$1,561,624"
2022,SIOP-E-ISPV-OB-CSS-1127-2022,"SEMAFORIZACIÓN Y SEÑALIZACIÓN EN EL CRUCERO A NIVEL DE LA LATERAL DE PERIFÉRICO MANUEL GÓMEZ MORÍN CON AV. INGLATERRA, MUNICIPIO DE ZAPOPAN, JALISCO.","SEMAFORIZACIÓN Y SEÑALIZACIÓN EN EL CRUCERO A NIVEL DE LA LATERAL DE PERIFÉRICO MANUEL GÓMEZ MORÍN CON AV. INGLATERRA, MUNICIPIO DE ZAPOPAN, JALISCO.","$6,851,514"
2022,SIOP-E-SMA-OB-CSS-1123-2022,"CONSTRUCCIÓN DE HOSPITAL COMUNITARIO EN LA CABECERA MUNICIPAL DE SAYULA, JALISCO. TERCERA ETAPA. FRENTE 8.","CONSTRUCCIÓN DE HOSPITAL COMUNITARIO EN LA CABECERA MUNICIPAL DE SAYULA, JALISCO. TERCERA ETAPA. FRENTE 8.","$13,225,092"
2022,SIOP-E-ICAR-OB-CSS-1148-2022,"RECTIFICACIÓN DE TRAZO GEOMÉTRICO Y ESTABILIZACIÓN DE TALUDES EN LA CARRETERA DE AUTLÁN DE NAVARRO - VILLA PURIFICACIÓN, MUNICIPIOS DE AUTLÁN DE NAVARRO Y VILLA PURIFICACIÓN, JALISCO. FRENTE 1.","RECTIFICACIÓN DE TRAZO GEOMÉTRICO Y ESTABILIZACIÓN DE TALUDES EN LA CARRETERA DE AUTLÁN DE NAVARRO - VILLA PURIFICACIÓN, MUNICIPIOS DE AUTLÁN DE NAVARRO Y VILLA PURIFICACIÓN, JALISCO. FRENTE 1.","$10,983,237"
2022,SIOP-E-AERO-OB-CSS-1171-2022,"CONSTRUCCIÓN DE AEROPISTA EN CHALACATEPEC (CAMINO DE ACCESO, ESTACIONAMIENTO, COMPLEMENTO DE CERCADO, ALIMENTACIÓN MEDIA TENSIÓN Y CASETA DE INGRESO), MUNICIPIO DE TOMATLÁN, JALISCO. PRIMERA ETAPA.","CONSTRUCCIÓN DE AEROPISTA EN CHALACATEPEC (CAMINO DE ACCESO, ESTACIONAMIENTO, COMPLEMENTO DE CERCADO, ALIMENTACIÓN MEDIA TENSIÓN Y CASETA DE INGRESO), MUNICIPIO DE TOMATLÁN, JALISCO. PRIMERA ETAPA.","$7,664,994"
2022,SIOP-E-SROP-SER-AD-1182-2022,"ELABORACIÓN DE PROYECTO ARQUITECTÓNICO DE ESTACIONES LBRT PARA LA AMPLIACIÓN DE MI MACRO PERIFÉRICO EN EL MUNICIPIO DE TONALÁ, JALISCO.","ELABORACIÓN DE PROYECTO ARQUITECTÓNICO DE ESTACIONES LBRT PARA LA AMPLIACIÓN DE MI MACRO PERIFÉRICO EN EL MUNICIPIO DE TONALÁ, JALISCO.","$1,049,636"
2022,SIOP-E-PAVFI-OB-AD-1234-2022,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO, REDES DE AGUA DRENAJE, DE LA CALLE TEPEYAC (RUTA DEL PEREGRINO), EN LA CABECERA MUNICIPAL DE JAMAY, JALISCO. FRENTE 2.","PAVIMENTACIÓN CON CONCRETO HIDRÁULICO, REDES DE AGUA DRENAJE, DE LA CALLE TEPEYAC (RUTA DEL PEREGRINO), EN LA CABECERA MUNICIPAL DE JAMAY, JALISCO. FRENTE 2.","$1,001,520"
2022,SIOP-E-SROP-SER-AD-1213-2022,ELABORACIÓN DE DISEÑO ARQUITECTÓNICO Y PROYECTO ESTRUCTURAL DE TENSO ESTRUCTURAS ARQUITECTÓNICAS DEL PROGRAMA 2023 EN DIFERENTES MUNICIPIOS EN EL ESTADO DE JALISCO.,ELABORACIÓN DE DISEÑO ARQUITECTÓNICO Y PROYECTO ESTRUCTURAL DE TENSO ESTRUCTURAS ARQUITECTÓNICAS DEL PROGRAMA 2023 EN DIFERENTES MUNICIPIOS EN EL ESTADO DE JALISCO.,"$1,112,300"
2022,SIOP-E-IV-OB-CSS-1157-2022,"CONSTRUCCIÓN DE LATERAL NORTE DEL KM 36+820 AL KM 37+050 Y DE CICLOVÍA DEL KM 36+060 AL 36+680 EN EL PERIFÉRICO MANUEL GÓMEZ MORÍN, MUNICIPIO DE ZAPOPAN, JALISCO.","CONSTRUCCIÓN DE LATERAL NORTE DEL KM 36+820 AL KM 37+050 Y DE CICLOVÍA DEL KM 36+060 AL 36+680 EN EL PERIFÉRICO MANUEL GÓMEZ MORÍN, MUNICIPIO DE ZAPOPAN, JALISCO.","$6,467,009"
2022,SIOP-E-DREFOCOCI-OB-CSS-1117-2022,"CONSTRUCCIÓN DE JARDÍN CELSO VIZCAÍNO, UBICADO EN LA CABECERA MUNICIPAL DE SAYULA, JALISCO.","CONSTRUCCIÓN DE JARDÍN CELSO VIZCAÍNO, UBICADO EN LA CABECERA MUNICIPAL DE SAYULA, JALISCO.","$3,806,201"
2022,SIOP-E-TROMPO-OB-CSS-1153-2022,"REHABILITACIÓN DEL MUSEO TROMPO MÁGICO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 4.","REHABILITACIÓN DEL MUSEO TROMPO MÁGICO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 4.","$11,041,993"
2022,SIOP-E-SROP-SER-CSS-1185-2022,"ACTUALIZACIÓN DE ESTUDIOS TOPOGRÁFICOS, GEOTÉCNICOS, DE INGENIERÍA DE TRÁNSITO Y PROYECTO GEOMÉTRICO DE LA SOLUCIÓN VIAL EN AV. JUAN GIL PRECIADO Y CARRETERA A COLOTLÁN, MUNICIPIO DE ZAPOPAN, JALISCO.","ACTUALIZACIÓN DE ESTUDIOS TOPOGRÁFICOS, GEOTÉCNICOS, DE INGENIERÍA DE TRÁNSITO Y PROYECTO GEOMÉTRICO DE LA SOLUCIÓN VIAL EN AV. JUAN GIL PRECIADO Y CARRETERA A COLOTLÁN, MUNICIPIO DE ZAPOPAN, JALISCO.","$2,054,002"
2022,SIOP-E-HID-OB-CSS-1177-2022,"CONSTRUCCIÓN DE BATERÍA DE UNIDADES DE BOMBEO PARA EL APROVECHAMIENTO DE LA CUENCA BAJA DEL RÍO SAN NICOLÁS (ZONA DE RIEGO), MUNICIPIO DE TOMATLÁN, JALISCO. (LÍNEA DE CONDUCCIÓN), CUARTA ETAPA. FRENTE 9.","CONSTRUCCIÓN DE BATERÍA DE UNIDADES DE BOMBEO PARA EL APROVECHAMIENTO DE LA CUENCA BAJA DEL RÍO SAN NICOLÁS (ZONA DE RIEGO), MUNICIPIO DE TOMATLÁN, JALISCO. (LÍNEA DE CONDUCCIÓN), CUARTA ETAPA. FRENTE 9.","$2,977,469"
2022,SIOP-E-ICAR-OB-CSS-1173-2022,"SEÑALAMIENTO VERTICAL Y HORIZONTAL DEL CAMINO CÓDIGO 111 CALZADA LÁZARO CÁRDENAS - PERIFÉRICO MANUEL GÓMEZ MORÍN, EN EL MUNICIPIO DE SAN PEDRO TLAQUEPAQUE, JALISCO.","SEÑALAMIENTO VERTICAL Y HORIZONTAL DEL CAMINO CÓDIGO 111 CALZADA LÁZARO CÁRDENAS - PERIFÉRICO MANUEL GÓMEZ MORÍN, EN EL MUNICIPIO DE SAN PEDRO TLAQUEPAQUE, JALISCO.","$3,047,146"
2022,SIOP-E-SMAFDR-OB-CSS-1035-2022,"CONSTRUCCIÓN DEL HOSPITAL COMUNITARIO CIHUATLÁN, UBICADO EN EL MUNICIPIO DE CIHUATLÁN, JALISCO. TERCERA ETAPA.","CONSTRUCCIÓN DEL HOSPITAL COMUNITARIO CIHUATLÁN, UBICADO EN EL MUNICIPIO DE CIHUATLÁN, JALISCO. TERCERA ETAPA.","$4,975,008"
2022,SIOP-E-DRECUL-OB-AD-1250-2022,"TRABAJOS PARA LA REPARACIÓN Y RESTITUCIÓN DE LAS LOSAS DAÑADAS EN SENDEROS DE VÍAS VERDES, UBICADOS EN EL ESTADO DE JALISCO.","TRABAJOS PARA LA REPARACIÓN Y RESTITUCIÓN DE LAS LOSAS DAÑADAS EN SENDEROS DE VÍAS VERDES, UBICADOS EN EL ESTADO DE JALISCO.","$1,492,255"
2022,SIOP-E-ICAR-OB-CSS-1142-2022,"CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 123 CALZADA LÁZARO CÁRDENAS - PERIFÉRICO MANUEL GÓMEZ MORÍN, EN EL MUNICIPIO DE SAN PEDRO TLAQUEPAQUE, JALISCO. FRENTE 3.","CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 123 CALZADA LÁZARO CÁRDENAS - PERIFÉRICO MANUEL GÓMEZ MORÍN, EN EL MUNICIPIO DE SAN PEDRO TLAQUEPAQUE, JALISCO. FRENTE 3.","$11,113,081"
2022,SIOP-E-ICAR-OB-CSS-1145-2022,"CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 111 CALZADA LÁZARO CÁRDENAS - PERIFÉRICO MANUEL GÓMEZ MORÍN, EN EL MUNICIPIO DE SAN PEDRO TLAQUEPAQUE, JALISCO. FRENTE 2.","CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 111 CALZADA LÁZARO CÁRDENAS - PERIFÉRICO MANUEL GÓMEZ MORÍN, EN EL MUNICIPIO DE SAN PEDRO TLAQUEPAQUE, JALISCO. FRENTE 2.","$8,731,557"
2022,SIOP-E-ICAR-OB-CSS-1146-2022,"CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 111 CALZADA LÁZARO CÁRDENAS - PERIFÉRICO MANUEL GÓMEZ MORÍN, EN EL MUNICIPIO DE SAN PEDRO TLAQUEPAQUE, JALISCO. FRENTE 3.","CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 111 CALZADA LÁZARO CÁRDENAS - PERIFÉRICO MANUEL GÓMEZ MORÍN, EN EL MUNICIPIO DE SAN PEDRO TLAQUEPAQUE, JALISCO. FRENTE 3.","$8,904,681"
2022,SIOP-E-TROMPO-OB-LP-1103-2022,"REHABILITACIÓN DEL MUSEO TROMPO MÁGICO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 2.","REHABILITACIÓN DEL MUSEO TROMPO MÁGICO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 2.","$1,159,570"
2022,SIOP-E-TROMPO-OB-LP-1104-2022,"REHABILITACIÓN DEL MUSEO TROMPO MÁGICO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 3.","REHABILITACIÓN DEL MUSEO TROMPO MÁGICO EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 3.","$1,101,623"
2022,SIOP-E-DRE-OB-LP-1105-2022,"REHABILITACIÓN DE UNIDAD DEPORTIVA, UBICADA EN LA COLONIA TOLOLOTLÁN Y PUENTE GRANDE, MUNICIPIO DE TONALÁ, JALISCO. SEGUNDA ETAPA. FRENTE 2.","REHABILITACIÓN DE UNIDAD DEPORTIVA, UBICADA EN LA COLONIA TOLOLOTLÁN Y PUENTE GRANDE, MUNICIPIO DE TONALÁ, JALISCO. SEGUNDA ETAPA. FRENTE 2.","$6,905,453"
